,concept:name,org:resource,time:timestamp,Activity,case:concept:name
270,Enhancement,(ead693b1a4fe1c5e74b42e4ac6afd5a47bbbde29),2021-12-31,Enhancement,#15497
271,Enhancement,(f595e40ceb0c79d7f0d6438636658dfcfa2a75b8),2022-10-09,Enhancement,#15497
272,Enhancement,(b169d623e3284846bcda9829b12f20ce90e3762c),2022-12-08,Enhancement,#15497
273,Refactor,(2691167afe02fbbe74b0fdca2c28a49fac635741),2023-06-02,Refactor,#15497
274,Enhancement,(2218bab542c839f4d1d09640f7c7a1444e38a23b),2023-06-23,Enhancement,#15497
275,Enhancement,(b17d3d3e9c68032d4b7e4ad03a7f65fb9f0fd5d0),2023-12-02,Enhancement,#15497
276,Enhancement,(473817f2f4758924c56351a3672354a141834929),2023-12-09,Enhancement,#15497
277,Refactor,(dd3b5a10a09e2a83918af1cf6f8782fd0c473f98),2024-01-21,Refactor,#15497
278,NewFeature,(e110f5abce90d139a768242780780832b09aa297),2019-11-13,NewFeature,#15549
279,BugFix,(602ca5dea6b613af44629023bd438285abd0fe45),2019-11-13,BugFix,#15549
280,Refactor,(d0e1166cce60381fbdad1105d13765806a525d99),2020-01-03,Refactor,#15549
281,Refactor,(7b304cee16bf87962eba998d8c293e5d4bd23c71),2020-01-14,Refactor,#15549
282,Enhancement,(56ed55ddba555b6550ee4da0a1accfc5418e0f3e),2020-09-16,Enhancement,#15549
283,Enhancement,(24d8daa01bfbb18b039045775f8fc7a33608d923),2020-09-17,Enhancement,#15549
284,Enhancement,(930752d46e6aacb484ea89dacae6baf823d78d62),2021-03-24,Enhancement,#15549
285,Refactor,(9bb5b10c0c9cf5a61d2bfb9dfdb6cfe210b6002b),2021-07-31,Refactor,#15549
286,Enhancement,(bf9cd90cc4e70f9cebd129376580c4c6ffa5dff2),2021-08-10,Enhancement,#15549
287,Refactor,(0f61d9e4dd4d4e4f27e5c688ab2c5dbd0f03af84),2021-09-07,Refactor,#15549
288,BugFix,(e16813d713f51bb5c563eb83ecb5e32c0053e16a),2022-01-12,BugFix,#15549
289,Rework,(f595e40ceb0c79d7f0d6438636658dfcfa2a75b8),2022-10-09,Rework,#15549
290,NewFeature,(ff6518c0a891b5de5ef8d1aacff8be6228fe1104),2019-11-26,NewFeature,#15585
291,Refactor,(7b304cee16bf87962eba998d8c293e5d4bd23c71),2020-01-14,Refactor,#15585
292,Refactor,(6d90d1e1f552dca5e21bc61b676b8e8ce731b280),2020-04-22,Refactor,#15585
293,Enhancement,(8b3c7dda755ebce5bd57a7ce52891a137ea12b35),2020-04-27,Enhancement,#15585
294,Enhancement,(70fa4c9323543dfb65d10969838899575406cae6),2020-06-01,Enhancement,#15585
295,Refactor,(18adfe87bcd516436db001b53a0e09e58246c9e2),2020-08-07,Refactor,#15585
296,BugFix,(2d88bcb67e558f508f37b16b2789fd3e2b1755e9),2021-01-03,BugFix,#15585
297,Enhancement,(f7e2467da104cdac35533460a392376de840b832),2021-01-17,Enhancement,#15585
298,Refactor,(90be1c3fa77b4fd5d504131ad06ce5f3197a5811),2021-01-25,Refactor,#15585
299,Enhancement,(a3a10b62f21cfbedfd001746faa46ac55d248b36),2021-02-24,Enhancement,#15585
300,Enhancement,(24a095c5c14b60bcbffc2807d2c8cc8e9af46e90),2021-04-12,Enhancement,#15585
301,Refactor,(79c72ed821564507b0ef46cbb26f9577585e2ccc),2021-09-07,Refactor,#15585
302,Refactor,(754b31918a73cb08c322102be5d3926d2ac59c18),2021-09-09,Refactor,#15585
303,Enhancement,(33e0855e2c173680865aaa6c6aa93047d63fc469),2021-09-28,Enhancement,#15585
304,Refactor,(54e7b933cdb6d0bf0d69fd661b585100d76e3c88),2022-07-03,Refactor,#15585
305,BugFix,(094701cc71ccf1c6fcf3d768b9fcb227d0abf3b0),2022-09-04,BugFix,#15585
306,BugFix,(5200b36ae44a814963bba0d68c4b76364dc98847),2022-12-18,BugFix,#15585
307,Refactor,(69f8da468247986225b33e9a373856650746b5d7),2023-04-23,Refactor,#15585
308,Refactor,(2691167afe02fbbe74b0fdca2c28a49fac635741),2023-06-02,Refactor,#15585
309,NewFeature,(93f001295988a335552d8fea5463a112e3aa64e4),2019-10-24,NewFeature,#15590
310,BugFix,(600429a067376cbc1d56efd064435458d6575a8c),2019-10-25,BugFix,#15590
311,BugFix,(014b739bac4f50b37ef7a05d730319f38fa17cb3),2019-10-25,BugFix,#15590
312,BugFix,(732bf898781385cef60fd2653c6587e17dc51b6a),2019-10-25,BugFix,#15590
313,Enhancement,(7a342ecb935e421abfef2f8ed9a8d004f4d30a9f),2019-10-27,Enhancement,#15590
314,Enhancement,(9aff30da0c82b504561166dce60442acc33ddeb8),2019-10-27,Enhancement,#15590
315,Refactor,(23d21dd81c0c634046108e40f50fa09e3503a5dd),2019-11-02,Refactor,#15590
316,Refactor,(ea3217cd4613d723567d9bc8ab375e68d75b294b),2019-11-02,Refactor,#15590
317,Enhancement,(e9805a0bcb047569be1c711d2f78d5a4177bbf66),2019-11-04,Enhancement,#15590
318,Enhancement,(602ca5dea6b613af44629023bd438285abd0fe45),2019-11-13,Enhancement,#15590
319,BugFix,(602ca5dea6b613af44629023bd438285abd0fe45),2019-11-13,BugFix,#15590
320,Enhancement,(27cb4db80eae73eb842f1a944260517bb8783eb3),2019-11-14,Enhancement,#15590
321,Refactor,(d0e1166cce60381fbdad1105d13765806a525d99),2020-01-03,Refactor,#15590
322,Refactor,(7b304cee16bf87962eba998d8c293e5d4bd23c71),2020-01-14,Refactor,#15590
323,Rework,(9caf5c05e7e408c7192e689e4ed5fe2735bb2995),2020-01-30,Rework,#15590
324,Enhancement,(3bef7a445080fcb133dfa49aefddc0f28057b226),2020-02-10,Enhancement,#15590
325,Refactor,(6bead0c1b04152f6a291d851f6cd4029fe0fc616),2020-03-13,Refactor,#15590
326,Refactor,(6d90d1e1f552dca5e21bc61b676b8e8ce731b280),2020-04-22,Refactor,#15590
327,Enhancement,(69f211cf78c1b25469fbd1f6e4c28e0aa6dd6b0a),2020-04-23,Enhancement,#15590
328,Enhancement,(ab2b98e4255b0b9579af9627e884ac3dfc1d30bb),2020-04-23,Enhancement,#15590
329,Refactor,(4f003fc7a715830da7324da2c90f8411df3b1efc),2020-04-27,Refactor,#15590
330,Enhancement,(e8b0796fc70d06f59cb217dbe11a2ad695243ad1),2020-04-29,Enhancement,#15590
331,BugFix,(37b03dea8d34cbb6baa69f52ed365df94541763b),2020-07-29,BugFix,#15590
332,Refactor,(6da477e6bf675c10e1eb5c3279a06dffeb0c3947),2020-08-06,Refactor,#15590
333,Refactor,(4f67642122059a9270f9e3690978248355f88e72),2020-08-21,Refactor,#15590
334,Enhancement,(631457ffea46debd43079137e09bc2d36b5d4fe4),2020-10-09,Enhancement,#15590
335,Refactor,(eaf6777a6643a6fab23ceaaa4699cb2466ea6b83),2020-10-16,Refactor,#15590
336,Enhancement,(b6a32500c401877e3ee1300fa613e81086bb31d3),2020-11-26,Enhancement,#15590
337,Refactor,(c0870d417a68ff4303100f165282d41be9129a5c),2021-01-21,Refactor,#15590
338,Refactor,(708ea3d0bb82f067424c75636c28a549aa3d3b06),2021-02-04,Refactor,#15590
339,Refactor,(e7c711996bd3080f5e343eff5556736cbf2e2416),2021-02-08,Refactor,#15590
340,Enhancement,(930752d46e6aacb484ea89dacae6baf823d78d62),2021-03-24,Enhancement,#15590
341,Refactor,(2d2291d00eab6159de24eb7ff74001b1d6dd29e4),2021-03-24,Refactor,#15590
342,Enhancement,(36ec7ab150f784f257addcfc2ece753d1a638855),2021-04-27,Enhancement,#15590
343,Refactor,(dd4990252e891cdfe56cb7d6e3bbe1e6289be649),2021-05-24,Refactor,#15590
344,Refactor,(c1d7e234e1aba1ecc91cfc77d17d38b67618c315),2021-09-19,Refactor,#15590
345,Refactor,(7f1286a11f87065c4e666985e679cf9c77d668bf),2021-09-25,Refactor,#15590
346,Enhancement,(75e0b7f8ff668217889b770a83990c532998ca95),2021-10-30,Enhancement,#15590
347,Refactor,(6fb2d8a25f096d084348a6f6930f515d947474d4),2021-12-28,Refactor,#15590
348,Refactor,(ab46b7e2f298826a5512569d6e79bb59a7a6b8ea),2022-01-25,Refactor,#15590
349,BugFix,(2ee39b62f33027f49fc1c62a05379a37fc52077c),2022-04-18,BugFix,#15590
350,Refactor,(a5e1d4c50ae40c8203d8490be83ef86e16ebf1c2),2022-05-22,Refactor,#15590
351,Enhancement,(45cf9973418279984ba511002f77ffb8af93f954),2022-09-09,Enhancement,#15590
352,Enhancement,(f595e40ceb0c79d7f0d6438636658dfcfa2a75b8),2022-10-09,Enhancement,#15590
353,Refactor,(b39ea9d870abd858a5121922c04fbcbae15337a4),2022-12-31,Refactor,#15590
354,Refactor,(92721d1bf7d3516ffa591bf7fa9b0b03099f5156),2023-04-14,Refactor,#15590
355,Refactor,(2954bf26979e43c6b36ca2739af4e887b651f3f8),2023-04-24,Refactor,#15590
356,Refactor,(2691167afe02fbbe74b0fdca2c28a49fac635741),2023-06-02,Refactor,#15590
357,Refactor,(574dd34c49fde76e1e736b8a7e1ea579d724ff22),2023-06-27,Refactor,#15590
358,Enhancement,(0878b99b2cb38ffd40faa12d9e3de3bd659af205),2023-06-30,Enhancement,#15590
359,Refactor,(179260878feb6fd575f8d341454e7c4a5add6c2e),2023-07-01,Refactor,#15590
360,Refactor,(87e94f456348e944ba4487aed436c762dd718966),2024-04-01,Refactor,#15590
361,NewFeature,(28e1614c2e87ae787a7ca3903ddf4cefd90641da),2019-11-11,NewFeature,#15690
362,BugFix,(6e8dcba698fe79ffe789b866c6b541033b0851fd),2019-12-15,BugFix,#15690
363,Rework,(b49a0e39d5617ba3752b4b406cc663a7c6a88908),2019-12-19,Rework,#15690
364,Refactor,(7b304cee16bf87962eba998d8c293e5d4bd23c71),2020-01-14,Refactor,#15690
365,BugFix,(53fe572bbdfe4d51e420f6d002197cee533e17fd),2020-03-27,BugFix,#15690
366,Refactor,(6d90d1e1f552dca5e21bc61b676b8e8ce731b280),2020-04-22,Refactor,#15690
367,Refactor,(dd42831cba7334c5d106ba435bdb41b6135971bb),2021-02-28,Refactor,#15690
368,Enhancement,(7726af9c5348c1c7d0fd9a56eca87d00cd75fee6),2021-06-05,Enhancement,#15690
369,Enhancement,(05ebde38127ca6c3bc056cb4068a414bade766b4),2021-07-13,Enhancement,#15690
370,Refactor,(e1907a99e2404ae9a0d1c1115978bc9640aa96f1),2021-07-24,Refactor,#15690
371,Refactor,(754b31918a73cb08c322102be5d3926d2ac59c18),2021-09-09,Refactor,#15690
372,Refactor,(1dafd1887e40399faf16e3455e3670ed3acfac52),2021-09-27,Refactor,#15690
373,BugFix,(7bc18a707572d063ac3ba905f1f704dd965f26f3),2021-11-23,BugFix,#15690
374,Enhancement,(40481947fc1f11a01235c5c55333a4437fc45c5f),2022-01-14,Enhancement,#15690
375,Enhancement,(e5b651f407fcb743e2d00c45b0d361fb98230efb),2022-04-01,Enhancement,#15690
376,Enhancement,(41f73cb457116ed9646932eb505b5e9fbe29e77d),2022-06-03,Enhancement,#15690
377,BugFix,(3522d5376cbf03658b71ddaf8c341e35f59b369b),2022-06-03,BugFix,#15690
378,Refactor,(85325f585ac4a9bb667423561540b5d58bdc3b6e),2023-05-05,Refactor,#15690
379,Enhancement,(1f9bfc5c7491d802d242623f8253b1f52c0917a3),2023-05-10,Enhancement,#15690
380,Enhancement,(df078cac92b3abe774a11f12b609fa8d952f8f9e),2023-05-16,Enhancement,#15690
381,Refactor,(2ef71c6ebaa1f1b496eb369879fe22c69cf9adb4),2023-06-12,Refactor,#15690
382,Refactor,(bed26734a28175f7ef9669d5190bf7ebc6227223),2023-08-01,Refactor,#15690
383,NewFeature,(8ccfdaca028c89d0047175d0030153a487f93c12),2019-11-26,NewFeature,#15739
384,Refactor,(41529b65988a58ba512977e0fe1692aaeeb6c811),2020-11-18,Refactor,#15739
385,Refactor,(978d93af8875c32394c2a872d8cf04d60d24edda),2020-12-17,Refactor,#15739
386,Refactor,(73932855609aa949fa13e3570659ce26c43b0ab8),2023-01-20,Refactor,#15739
387,NewFeature,(751cd1f53306cdbdd98e108af144201a6624a14b),2019-11-21,NewFeature,#15930
388,Refactor,(bdd366b97cf9d962bdb543cf8398a3aa08f828cd),2019-11-21,Refactor,#15930
389,Enhancement,(5a98c83eef09daf5f59e08c8518827861eb92e21),2019-11-27,Enhancement,#15930
390,Refactor,(7b304cee16bf87962eba998d8c293e5d4bd23c71),2020-01-14,Refactor,#15930
391,Refactor,(62e8c2dd871f62d80122fe919d065ee3a3e5d520),2020-04-01,Refactor,#15930
392,Refactor,(6d90d1e1f552dca5e21bc61b676b8e8ce731b280),2020-04-22,Refactor,#15930
393,Enhancement,(a866a758cc0ac671363fdce462dd967e488aa4e4),2020-10-11,Enhancement,#15930
394,Refactor,(59eca253e1518f17e1ffe962ffc6e7bfa0db49a3),2020-11-09,Refactor,#15930
395,BugFix,(40d442fde294faedf839e3a80c82cd72c1824ba8),2020-11-11,BugFix,#15930
396,BugFix,(58eaad703a5e369ab3bf6a1d325b8775d89ede0d),2020-11-22,BugFix,#15930
397,BugFix,(b35bfeb1c3f1271016227a1d79dcb552e67e3cb9),2021-02-07,BugFix,#15930
398,Rework,(8707ae23e22d40e7f818cf77e7ec89038fdaacf7),2021-02-08,Rework,#15930
399,Enhancement,(629551d9bc10fd10baf8684c6830baf83e6caa9b),2021-06-11,Enhancement,#15930
400,Refactor,(b2f0913083d83bd3fd9af1c603d1f4cc1afb64eb),2021-07-06,Refactor,#15930
401,Refactor,(9a7727e61c76a9e30fda85d8ac33392be0e453c0),2021-07-13,Refactor,#15930
402,Revert,(66ded801b734fbb597ab1c1497d347544b3aa05c),2021-08-31,Revert,#15930
403,Rework,(1bed10c38075a15bfec380c9c7763fea336e787e),2022-08-04,Rework,#15930
404,NewFeature,(441ee3e53f230ba4051804a03071d4d8dad0bf70),2019-11-29,NewFeature,#16026
405,Refactor,(49548c343deb1e7f38f6027af20c02a79dbe5031),2021-05-09,Refactor,#16026
406,Refactor,(de4b3498c71c5666477b15544d1561fabee3d499),2021-06-21,Refactor,#16026
407,Refactor,(754b31918a73cb08c322102be5d3926d2ac59c18),2021-09-09,Refactor,#16026
408,NewFeature,(690ed531b6e404bbc3fe85bdc4653484e5a4f3d0),2019-11-30,NewFeature,#16050
409,BugFix,(6c2438deaea7732f018dccc1c683fe71fbe57c68),2019-12-01,BugFix,#16050
410,Enhancement,(c0616566591149eb7b2d8be1a29cb18802107163),2019-12-01,Enhancement,#16050
411,Refactor,(d0e1166cce60381fbdad1105d13765806a525d99),2020-01-03,Refactor,#16050
412,Refactor,(7b304cee16bf87962eba998d8c293e5d4bd23c71),2020-01-14,Refactor,#16050
413,Refactor,(b1a50d54e2a6f8e415a72e0e2d275304029d8ada),2020-03-02,Refactor,#16050
414,Refactor,(64d092935b27ff89955f0430eef5815b15e5a92d),2020-03-07,Refactor,#16050
415,Refactor,(b5530775c9a2fb489d5766ea4c01df5dfdbda793),2020-03-07,Refactor,#16050
416,Enhancement,(15f6f53638a6778d22a17e1900fb3a9fdc92dade),2020-04-19,Enhancement,#16050
417,Enhancement,(5d0deba938eaaa47c2fc27fdb296499698006f87),2020-04-19,Enhancement,#16050
418,Enhancement,(f4aba996244604afd27cfcf6d5f2654aab597f56),2020-06-17,Enhancement,#16050
419,Refactor,(8652a7bdd2dada6b5dcdbccbbf5feb76b465083d),2020-08-22,Refactor,#16050
420,Refactor,(4ace02f4c2b6eda750412feaa661c856fe7a8674),2020-11-09,Refactor,#16050
421,Refactor,(0cccc60409c4b237d747fdf49b648f1cbed7ddde),2020-11-11,Refactor,#16050
422,Refactor,(c0870d417a68ff4303100f165282d41be9129a5c),2021-01-21,Refactor,#16050
423,Refactor,(b9ed139546d4d35cf925926e93f76d80245db7dc),2021-01-25,Refactor,#16050
424,Refactor,(6e1c133e33861b710f6b85e9e50447d08642b287),2021-02-27,Refactor,#16050
425,Enhancement,(926a7f27c66e777b5a838a87ee8931d35095fd03),2021-05-18,Enhancement,#16050
426,Rework,(c8ee056cc63c5cb996b70c3336aae9be52f8cc85),2021-06-11,Rework,#16050
427,Refactor,(69f8da468247986225b33e9a373856650746b5d7),2023-04-23,Refactor,#16050
428,NewFeature,(01e4b0c067c23defa78a7c68bef872f132728875),2019-12-01,NewFeature,#16068
429,Rework,(df8b7dfc406be095a62b5445b69c40034d418823),2020-04-03,Rework,#16068
430,Refactor,(6d90d1e1f552dca5e21bc61b676b8e8ce731b280),2020-04-22,Refactor,#16068
431,Refactor,(83097657d5fffc0051778a72cf39e7ba3a23212b),2020-11-02,Refactor,#16068
432,Refactor,(ccdbffbf3f599f0860c643647ce6c40f1eb5a4cd),2021-03-29,Refactor,#16068
433,Enhancement,(4e31fa66e2f402ac574ec4afa52447824444d90d),2023-08-04,Enhancement,#16068
434,NewFeature,(0fcf2b1110d9f0d362e5aab9cc73d963710e9865),2020-01-20,NewFeature,#16277
435,Refactor,(0d166f9c7dccbf5f1cc243f06e3882c82a4bd86a),2020-01-25,Refactor,#16277
436,Enhancement,(5b12627e146cc8b2a61d347ae6608b5c4d4497df),2020-01-30,Enhancement,#16277
437,Refactor,(50889c0f94778c378357bcc4d4a966fa869bc5c1),2020-01-30,Refactor,#16277
438,Refactor,(4716dac8742e536dde12773b579407fb1ae1cb66),2020-02-01,Refactor,#16277
439,Refactor,(90b6324563b806ea7dc24ddf299f055dc4854341),2020-02-01,Refactor,#16277
440,Enhancement,(0268c1d02c33e6568aa579cfb9e4058603cbcb3c),2020-02-04,Enhancement,#16277
441,Enhancement,(f312ddfa4fd5772d825908f8e376dedf29442893),2020-02-04,Enhancement,#16277
442,BugFix,(3a3429b1ef2fdaf1e793fff17a89b069e3384fbc),2020-02-06,BugFix,#16277
443,Refactor,(894762259b072407504ee584103680b103310026),2020-02-08,Refactor,#16277
444,Revert,(71539bcbeb68284663d0627207ffd5a9a377e920),2020-02-11,Revert,#16277
445,Refactor,(e78f607ef33044eecde744e77beea87532817c47),2020-02-26,Refactor,#16277
446,Enhancement,(ac755fce82a1749ad96c4fe3a61a9ec2dae24814),2020-02-28,Enhancement,#16277
447,BugFix,(8bbcbc528c8d066e261b69eda1e39bedcb25d6e7),2020-03-10,BugFix,#16277
448,Refactor,(6bead0c1b04152f6a291d851f6cd4029fe0fc616),2020-03-13,Refactor,#16277
449,Enhancement,(cee07f3f6b3fad54919283529daa65a964266000),2020-03-14,Enhancement,#16277
450,Refactor,(83eec683c969d793b473015476d03f868b470c04),2020-03-18,Refactor,#16277
451,Refactor,(de45ac41ad175dafa799c15a85c05b812f284b42),2020-03-18,Refactor,#16277
452,BugFix,(192c7c27b9130d5e13f6a1a96ccf490c48d2e26c),2020-04-01,BugFix,#16277
453,Refactor,(d4fd39f05fe9ac17f987eda2f6f5996fbfb8947e),2020-04-20,Refactor,#16277
454,Refactor,(6d90d1e1f552dca5e21bc61b676b8e8ce731b280),2020-04-22,Refactor,#16277
455,Enhancement,(7c3909bc3f5ea84a59f7dce4e3a378f7e2c4e5ba),2020-04-28,Enhancement,#16277
456,Revert,(a226b281aff5d569bc18afb9879149e0e89d29df),2020-04-30,Revert,#16277
457,Refactor,(a1f3d2f3cd9bf8bb4da16da0e55cdb5ff264a15d),2020-05-31,Refactor,#16277
458,BugFix,(af8be58d9287c7c49d68bb5319ca2dd262042351),2020-06-05,BugFix,#16277
459,Cleanup,(55e519a06f47e8c29687ebf2b58cc8117be0afdf),2020-07-14,Cleanup,#16277
460,Enhancement,(2c61e6ba2802919ec8c2caacc34865335464098f),2020-07-23,Enhancement,#16277
461,Refactor,(83e15f7701d36f3c8401ab0064278d233e2be6de),2020-07-29,Refactor,#16277
462,Refactor,(5d0429ee2a5b802d1000a406f9c02850403472af),2020-09-22,Refactor,#16277
463,Enhancement,(c2802d35bb1bcfc20785b0ccf255697b9c08c775),2020-10-18,Enhancement,#16277
464,BugFix,(c7f7f2403d3123d360badd4353cb385b38c16095),2020-10-23,BugFix,#16277
465,Refactor,(0967c87a8f3978d721625823d76fbc4dc32c069f),2020-10-23,Refactor,#16277
466,Refactor,(0cccc60409c4b237d747fdf49b648f1cbed7ddde),2020-11-11,Refactor,#16277
467,Refactor,(1b0a5abd73d162b68b2881486630f60a1e9e7825),2020-11-12,Refactor,#16277
468,Refactor,(3a396a25dc9e33be2c18a1bdc23600295e42c82e),2020-11-25,Refactor,#16277
469,Refactor,(6cf4b888e1b6723ddf0a5cbe3fad27940a29fca2),2020-12-10,Refactor,#16277
470,Enhancement,(e3831c146d635530f0e7e3af1afc86186038cd1e),2021-01-05,Enhancement,#16277
471,Enhancement,(468e437390afdb1de7059e7f9049d0b30c312024),2021-02-25,Enhancement,#16277
472,Enhancement,(2b9842e094c3a99f73f28cd21ceced4c3a523956),2021-02-28,Enhancement,#16277
473,Refactor,(fb87b2d1adf667f63dde7d8d19058d5d75bc6aa2),2021-05-06,Refactor,#16277
474,Cleanup,(abbe3f0dc7aa23bae4aa26f6d6b09a4a0665a1a0),2021-05-18,Cleanup,#16277
475,Enhancement,(02f904dbf9df999264099a26c563b07b1d163df4),2021-05-18,Enhancement,#16277
476,Enhancement,(49771c4a9ed2afa1e572f82a24b5edb3de120f78),2021-05-19,Enhancement,#16277
477,BugFix,(82ea06e6a4ffdb0816ab92a5dd721ec5d770015d),2021-06-01,BugFix,#16277
478,Refactor,(7726af9c5348c1c7d0fd9a56eca87d00cd75fee6),2021-06-05,Refactor,#16277
479,BugFix,(d882a16b801078f2741ad1021d8be418fef71764),2021-06-27,BugFix,#16277
480,Enhancement,(01ae1ced386c71bde6ae75137200ff23bd187cbb),2021-07-11,Enhancement,#16277
481,Refactor,(49da4ee4e2942f6897b0833bf35c054f9fcab4fa),2021-07-17,Refactor,#16277
482,BugFix,(71c96db932134ce845855fd51d910a86d044261e),2021-08-24,BugFix,#16277
483,Refactor,(79c72ed821564507b0ef46cbb26f9577585e2ccc),2021-09-07,Refactor,#16277
484,Enhancement,(e31d52184b321f1dbf9f091cb7188c58aef87cdb),2021-09-16,Enhancement,#16277
485,Refactor,(3344071f24b505d180dd1423b11510172c3f1c1c),2021-09-20,Refactor,#16277
486,BugFix,(b88117d6364b8919a8a7df6c80d8132af98a6afc),2021-09-21,BugFix,#16277
487,Refactor,(1dafd1887e40399faf16e3455e3670ed3acfac52),2021-09-27,Refactor,#16277
488,Enhancement,(33e0855e2c173680865aaa6c6aa93047d63fc469),2021-09-28,Enhancement,#16277
489,Enhancement,(02b4e48c6df1604d3de09cbef072f685fe956e92),2021-12-28,Enhancement,#16277
490,Refactor,(6fbfeb68010e63c76b545e2c27aeb48ee73be68b),2022-01-01,Refactor,#16277
491,Refactor,(91909163ee0eb19920309a4ad9042d9240201fa4),2022-01-02,Refactor,#16277
492,Refactor,(258a2ed112da097969d36187b53805df7f98a3ec),2022-03-22,Refactor,#16277
493,Enhancement,(f22307a0af5bcb6b144e39a8fbf18a27d9a074a6),2022-04-04,Enhancement,#16277
494,Refactor,(b37d13af7278c241064b61279e7e8538a03206a3),2022-04-29,Refactor,#16277
495,Enhancement,(df40181357b08761766067ef5012b2b3d0e34d3e),2022-05-04,Enhancement,#16277
496,Refactor,(3f4e4a4d891e3c4b73ab80aedec46e69c1b59f0d),2022-06-13,Refactor,#16277
497,Refactor,(81976c43609863d73b28d8af656802214e677557),2022-10-17,Refactor,#16277
498,Rework,(cc1069a3f00fb4422bf372e409e95849c1c8322e),2022-11-26,Rework,#16277
499,Refactor,(cb7af50bafcd377a77aa4965e3fa85caa5e6bdcb),2023-02-02,Refactor,#16277
500,Refactor,(98c0cc044d1be2c098335d9656f2d0eadf524129),2023-03-18,Refactor,#16277
501,Refactor,(ea5d7e2eee641122ddf56705f6c9060d84a20df3),2023-03-26,Refactor,#16277
502,Refactor,(69f8da468247986225b33e9a373856650746b5d7),2023-04-23,Refactor,#16277
503,Refactor,(68f74784a3a41c643984ee62a507b25903430591),2023-04-26,Refactor,#16277
504,Enhancement,(2538a7c4d6148d8249f5418a76c58ec483343d2b),2023-04-29,Enhancement,#16277
505,Refactor,(85325f585ac4a9bb667423561540b5d58bdc3b6e),2023-05-05,Refactor,#16277
506,BugFix,(c6ea99f4be9c52d28c535e823da4171a7a89fa31),2023-05-08,BugFix,#16277
507,Enhancement,(25ddde0394361c23194c0f4a8f9777d389040af3),2023-05-15,Enhancement,#16277
508,Refactor,(86c811660ebf0b3fcbae2f34273d4c9d0c22abc4),2023-06-02,Refactor,#16277
509,Refactor,(2691167afe02fbbe74b0fdca2c28a49fac635741),2023-06-02,Refactor,#16277
510,NewFeature,(a338dce83f6f3b3348a8422ad8acd7b81cc1cefe),2020-01-18,NewFeature,#16293
511,BugFix,(1db9d9f76f43850539437e22745ea7f026e8a361),2020-01-30,BugFix,#16293
512,Refactor,(90b6324563b806ea7dc24ddf299f055dc4854341),2020-02-01,Refactor,#16293
513,Enhancement,(793939a365df14d1bd4a787a8cb738387eb6c76e),2020-02-04,Enhancement,#16293
514,Enhancement,(64b96f390867700834641b01bbb37a40867a7bef),2020-02-15,Enhancement,#16293
515,Refactor,(4360142bd10d4750cb4e2502b43bd22be6b424f3),2020-02-15,Refactor,#16293
516,BugFix,(6913a4dfa86e22edd13ed0d5c19b155fa1f2d3cc),2020-02-26,BugFix,#16293
517,Cleanup,(e5d39063a24e68cd625fd93764d3a9121d04d63c),2020-02-27,Cleanup,#16293
518,Enhancement,(be62ab2d02f58634013a78a2e243a50c1cd4a1c4),2020-02-27,Enhancement,#16293
519,Enhancement,(77b82d300a2afdc9b96d23ab0abb929ca0df36b4),2020-02-27,Enhancement,#16293
520,Refactor,(a75a25cd7ca6af30da92b1b6e17d2e5327cb07df),2020-02-27,Refactor,#16293
521,Refactor,(bfbd976c09128725644fabb96d2153774c22460c),2020-02-27,Refactor,#16293
522,BugFix,(97e87d82628840a7ee197225551a62f36bd4d95c),2020-02-27,BugFix,#16293
523,Enhancement,(efc739a880accd0341fe66ca7bc21b6caf13c470),2020-03-03,Enhancement,#16293
524,BugFix,(72b63e952029346875fface77e55d00e695d2bb1),2020-03-03,BugFix,#16293
525,Refactor,(64d092935b27ff89955f0430eef5815b15e5a92d),2020-03-07,Refactor,#16293
526,Refactor,(118bd2f8b2a1f81884cb55a8fc00b708a51aa15b),2020-03-13,Refactor,#16293
527,Refactor,(6bead0c1b04152f6a291d851f6cd4029fe0fc616),2020-03-13,Refactor,#16293
528,Refactor,(0e06aaa2bc5c58e018fcdd466ae8836ac0c38e13),2020-04-03,Refactor,#16293
529,BugFix,(d6f39a69af1d5dbab09deeb8a35bcdc050488b83),2020-04-06,BugFix,#16293
530,Refactor,(6d90d1e1f552dca5e21bc61b676b8e8ce731b280),2020-04-22,Refactor,#16293
531,Refactor,(8b3c7dda755ebce5bd57a7ce52891a137ea12b35),2020-04-27,Refactor,#16293
532,BugFix,(8d425c672002bd90fad5f2778bd544ef69fb9e8d),2020-05-03,BugFix,#16293
533,Enhancement,(3bf990ec346b0aaa536bc1d46b668dd2b4973916),2020-06-11,Enhancement,#16293
534,BugFix,(eef29311500dd573177afea0c9b213176d8e497b),2020-06-12,BugFix,#16293
